"Timestamp","Type","Value"
"2015-02-03 00:00:00","Weight Pounds","180.30"
"2015-03-14 00:00:00","Weight Pounds","172.00"
"2015-03-15 17:20:38","Weight Pounds","172.00"
"2015-04-03 00:00:00","Notes","Felt Like Dump"
"2015-04-04 00:00:00","Notes","Felt so terrible I skipped race"
"2015-04-05 00:00:00","Notes","Had 4 beers night before felt hung over "
"2015-04-25 14:24:48","Weight Pounds","181.20"
"2015-04-27 00:00:00","Weight Pounds","185.50"
"2015-05-11 00:00:00","Weight Pounds","185.00"
"2015-05-17 00:00:00","Weight Pounds","185.40"
"2015-09-22 00:00:00","Weight Pounds","185.60"
"2015-09-22 00:00:00","Notes","Going to check in once a week so I get paranoid about eating."
